id,title,link,content,gold_label,news_channel
159,پیرو میں میچ کے دوران آسمانی بجلی گرنے سے فٹبالر ہلاک,https://www.express.pk/story/2731563/footballer-killed-in-lightning-during-match-in-peru,پیرو میں میچ کے دوران آسمانی بجلی گرنے سے فٹبالر  ہلاک اور سات دیگر کھلاڑی زخمی ہوگئے جس میں سے ایک کی حالت نازک ہے۔ غیر ملکی میڈیا کے مطابق افسوسناک واقعہ ہوانکایو صوبے کے شہر چلکا میں ایک علاقائی ٹورنامنٹ کے دوران پیش آیا جس میں ریفری نے خراب موسم کی وجہ سے میچ روک دیا تھا۔ کھلاڑی میدان سے باہر جارہے تھے کہ اچانک بجلی گرنے سے 39 سالہ کھلاڑی جوز یوگو ڈی لا کروز میزا موقع پر ہلاک جبکہ 40 سالہ گول کیپر جوآن چوکا لایکٹا شدید زخمی ہوگیا، دیگر چھ افراد معمولی زخمی ہوئے۔یاد رہے کہ اس سے قبل رواں سال فروری میں انڈونیشیا میں فٹبال میچ کے دوران آسمانی بجلی گرنے کا واقعہ پیش آچکا ہے جس میں ایک کھلاڑی ہلاک ہوگیا تھا۔ ایک روز قبل یوگنڈا میں آسمانی بجلی گرنے کے واقعے میں بچوں سمیت 14 افراد ہلاک اور 30 سے زائد زخمی ہوگئے تھے۔,sports,Express News
160,پاکستان ویمن ٹیم انگلینڈ، نیوزی لینڈ، بنگلادیش اور زمبابوے کی میزبانی کرے گی,https://www.express.pk/story/2731540/pakistan-women-set-to-host-england-new-zealand-and-zimbabwe-for-home-tours,پاکستان ویمن کرکٹ ٹیم 2025-2029 کے لیے آئی سی سی کے اعلان کردہ فیوچر ٹورز پروگرام کے تحت انگلینڈ، نیوزی لینڈ بنگلادیش اور زمبابوے کی میزبانی کرے گی۔ آئی سی سی فیوچر ٹور پروگرام کے مطابق 2026 میں زمبابوے کی ویمن کرکٹ ٹیم پاکستان کا دورہ کرے گی، اپریل 2027 میں نیوزی لینڈ جبکہ اکتوبر 2027 میں انگلینڈ کی ویمن ٹیم پاکستان کا دورہ کرے گی، بنگلادیش ویمن ٹیم اکتوبر 2028 میں پاکستان آئے گی۔ یہ فکسچرز آئی سی سی ویمنز چیمپئن شپ کا حصہ ہیں جس میں 11 ٹیمیں 2029 کے آئی سی سی ویمنز 50 اوور ورلڈ کپ میں جگہ حاصل کرنے کے لیے مقابلہ کریں گی۔ مزید پڑھیں:ویمنز ٹی20 ورلڈ الیون کوئی پاکستانی کھلاڑی جگہ نہ بناسکی چیمپئن شپ فارمیٹ میں ہر ٹیم چار ہوم اور چار غیر ملکی سیریز کھیلے گی جس میں کل 44 سیریز میں 132 ون ڈے کھیلے جائیں گے، ہر سیریز تین میچز پر مشتمل ہوگی۔ پاکستان ویمن ٹیم کے غیرملکی دوروں میں فروری 2026 میں جنوبی افریقا، جولائی 2026 میں سری لنکا، نومبر 2026 میں ویسٹ انڈیز اور جون 2028 میں آئرلینڈ کے دورے شامل ہیں۔ مزید پڑھیں:ویمنز ٹی20 ورلڈکپ چیمپئین نیوزی لینڈ کے وارے نیارے مزید برآں انگلینڈ میں آئی سی سی ویمنز ٹی ٹوئنٹی ورلڈ کپ 2026 سے قبل آئر لینڈ سہ فریقی سیریز میں پاکستان اور ویسٹ انڈیز کی میزبانی کرے گا۔ علاوہ ازیں فیوچر ٹورز کے آئی سی سی کے اہم ٹورنامنٹس میں بھارت میں ہونے والا ویمن کرکٹ ورلڈ کپ 2025، انگلینڈ میں ہونے والا ویمنز ٹی ٹوئنٹی ورلڈ کپ 2026، ویمنز چیمپئنز ٹرافی 2027 اور ویمنز ٹی ٹوئنٹی ورلڈ کپ 2028 بھی شامل ہیں۔,sports,Express News
161,صائم ایوب اور عرفان خان ون ڈے ڈیبیو میچ میں قابل ذکر کارکردگی نہ دکھا سکے,https://www.express.pk/story/2731525/saim-ayub-and-irfan-khan-debut-odi-match,آسٹریلیا کیخلاف پہلے ون ڈے انٹرنیشنل میں مڈل آرڈر بلے باز عرفان خان اور اوپننگ بلے باز صائم ایوب نے اپنے ون ڈے کرکٹ کیریئر کا آغاز کیا۔ دونوں کھلاڑیوں نے میلبورن کرکٹ گرائونڈ میں آسٹریلیا کے خلاف جاری تین ون ڈے میچوں کی سیریز کے ابتدائی میچ میں شرکت کر کے یہ اعزاز حاصل کیا۔ عرفان خان ون ڈے ڈیبیو کرنے والے 243 ویں جبکہ صائم ایوب ون ڈے کیریئر کا آغاز کرنے والے 244 ویں پاکستانی کھلاڑی بن گئے ہیں۔ مزید پڑھیں:آسٹریلیا کیخلاف پہلے ون ڈے کیلئے پاکستان نے پلئینگ الیون کا اعلان کردیا سابق کپتان و لیجنڈ فاسٹ بولر وسیم اکرم نے ٹاس سے قبل صائم ایوب اور عرفان خان کو ان کے ڈیبیو پر گرین کیپ دی۔ بھارت میں گزشتہ سال ہونے والے آئی سی سی ون ڈے ورلڈ کپ کے بعد پاکستان کا یہ پہلا ون ڈے میچ ہے۔ مزید پڑھیں:مچل اسٹارک نے پاکستان کیخلاف میچ میں اہم سنگ میل حاصل کرلیا صائم ایوب اپنے کیریئر کے پہلے ون ڈے میچ میں کوئی خاطر خواہ کارکردگی کا مظاہرہ نہیں کر پائے اور صرف ایک رن بناکر مچل سٹارک کی گیند پر کلین بولڈ ہوگئے جبکہ عرفان خان 22 رنز بناکر رن آؤٹ ہوئے۔,sports,Express News
162,جونیئر ایشیا کپ کیلئے قومی ہاکی ٹیم کا تربیتی کیمپ شروع,https://www.express.pk/story/2731518/hockey-team-training-camp-starts-for-junior-asia-cup,جونیئر ایشیا کپ کیلئے قومی جونیئر ہاکی ٹیم کا تربیتی کیمپ شروع ہوگیا۔ مینیجر اجمل خان لودھی، کوچز اولمپئن قمر ابراہیم، اولمپئن کامران اشرف کی زیر نگرانی کیمپ میں کھلاڑیوں کی فزیکل فٹنس کے ساتھ پنالٹی کارنرز پش سمیت مختلف ڈرلز میں بہتری لانے پر توجہ دی گئی۔ معاون یاسر اسلام کے ساتھ ابوذر امراؤ ویڈیو اینالسٹ ڈاکٹر مبشر فزیو تھراپسٹ بھی مینجمنٹ کا حصہ ہیں۔ ٹیم منیجر اجمل خان کے مطابق صبح کے سیشن میں فزیکل فٹنس کے ساتھ مختلف ڈرلز پر کام کیا گیا۔ شام کے سیشن میں کھلاڑیوں کوتین مختلف گروپس میں تقسیم کرکے ٹریننگ پلان کی گئی، کیمپ میں نیشنل جونیئر ہاکی چیمپئن شپ کے پرفارمرز کو بلایا گیا ہے، جونیئر ہاکی ٹیم عمان میں 26 نومبر سے شیڈول جونیئر ایشیا کپ میں حصہ لے گی۔,sports,Express News
163,بھارتی وکٹ کیپر کا تمام فارمیٹ سے اچانک ریٹائرمنٹ کا اعلان,https://www.express.pk/story/2731513/wriddhiman-saha-wicket-keeper-announce-retirement,بھارتی کرکٹ ٹیم کے وکٹ کیپر ورید ھیمن ساہا نے تمام فارمیٹ سے ریٹائرمنٹ کا اعلان کردیا۔ بھارتی میڈیا رپورٹ کے مطابق بھارت کے بہترین وکٹ کیپرز میں شامل ہونے والے ورید ھیمن ساہا نے سماجی رابطے کی سائٹ ایکس پر تمام فارمیٹس سے ریٹائرمنٹ کا اعلان کیا۔ انہوں نے لکھا کہ رانجی ٹرافی کے بعد میرا کرکٹ کیریئر ختم ہوجائے گا۔ اطلاعات ہیں کہ ساہا 2025 میں انڈین پریمیئر لیگ کا حصہ بھی نہیں ہوں گے۔ ساہا کا 2023 میں بھارتی کرکٹ بورڈ سے کنٹریکٹ بھی ختم ہوگیا تھا جس کے بعد وہ ڈومیسٹک کرکٹ کھیل رہے تھے۔ انہوں نے اپنے پیغام میں لکھا کہ بنگال کرکٹ ٹیم کی نمائندگی میرے لیے اعزاز کی بات ہے، رانجی ٹرافی کا یہ میرا آخری سیزن ہے۔ انہوں ن سپورٹ کرنے پر سب کا شکریہ ادا کرتے ہوئے لکھا کہ کرکٹ کا یہ سفر آپ کی محبتوں اور سپورٹ کی وجہ سے شاندار رہا۔ واضح رہے کہ ورید ھیمن بھارتی ٹیسٹ کرکٹ ٹیم کا حصہ رہے اور انہوں نے 2023 کے بعد جب بی سی سی آئی سے کنٹریکٹ ختم ہوا تب سے قومی کرکٹ ٹیم سے کنارہ اختیار کرلیا تھا اور پھر وہ دوبارہ ایکشن میں نظر نہیں آئے۔,sports,Express News
164,مچل اسٹارک نے پاکستان کیخلاف میچ میں اہم سنگ میل حاصل کرلیا,https://www.express.pk/story/2731511/pak-vs-aus-mitchell-starc-achieves-milestone-on-home-soil-in-first-odi-against-pakistan,آسٹریلیا کے فاسٹ بولر مچل اسٹارک نے پاکستان کیخلاف میچ میں اہم سنگ میل حاصل کرلیا۔ مچل اسٹارک ملکی سرزمین پر ہونے والے ایک روزہ بین الاقوامی میچز میں 100 وکٹیں لینے والے آسٹریلوی بولر بن گئے۔ مچل اسٹارک نے یہ کارنامہ میلبورن کرکٹ گراؤنڈ میں پاکستان کے خلاف پہلے ون ڈے میچ میں صائم ایوب کی وکٹ لیکر انجام دیا۔ اس کامیابی کے ساتھ مچل اسٹارک ہوم گراؤنڈز پر آسٹریلوی کرکٹ کی تاریخ میں 100 سے زائد وکٹیں لینے والے بولرز کے ایلیٹ گروپ میں شامل ہو گئے ہیں۔ مزید پڑھیں:صائم ایوب اور عرفان خان ون ڈے ڈیبیو میچ میں قابل ذکر کارکردگی نہ دکھا سکے اب وہ ہوم گراونڈز پر سب سے زیادہ ون ڈے وکٹیں لینے کی فہرست میں بریٹ لی، گلین میک گرا، شین وارن اور کریگ میک ڈرموٹ کے ساتھ پانچویں نمبر پر ہیں۔ آسٹریلیا کے مایہ ناز سابق بولر بریٹ لی ہوم گراونڈز پر 94 ون ڈے میچز میں 169 وکٹوں کے ساتھ سرفہرست ہیں۔ مزید پڑھیں:آسٹریلیا کیخلاف پہلے ون ڈے کیلئے پاکستان نے پلئینگ الیون کا اعلان کردیا گلین کیک گرا 95 میچز میں 160 وکٹوں کے ساتھ دوسرے، شین وارن 83 میچز میں 134 وکٹوں کے ساتھ تیسرے اور کریگ میک ڈرمات 88 میچز میں 125 وکٹوں کے ساتھ چوتھے نمبر پر ہیں۔ مچل اسٹارک 54 میچز میں 101 وکٹوں کے ساتھ پانچویں نمبر پر ہیں مگر وہ تاحال انٹرنیشنل کرکٹ کھیل رہے ہیں۔,sports,Express News
165,پہلا ون ڈے: آسٹریلیا کے ہاتھوں شکست پر محسن نقوی کا ردعمل آگیا,https://www.express.pk/story/2731499/pak-vs-aus-pcb-chief-mohsin-naqvi-reacts-after-pakistans-first-odi-defeat-to-australia,پہلے ون ڈے انٹرنیشنل میچ میں آسٹریلیا کے ہاتھوں 2 وکٹوں سے شکست پر چیئرمین پی سی بی محسن نقوی کا ردعمل سامنے آگیا۔ محسن نقوی نے شکست کے باوجود قومی ٹیم کی کوششوں کی تعریف کرتے ہوئے آسٹریلیا کے خلاف ایک مشکل میچ میں لڑنے پر پاکستانی ٹیم کو شاباش دی۔ مزید پڑھیں، پہلا ون ڈے؛ دلچسپ مقابلے کے بعد پاکستان کو آسٹریلیا کے ہاتھوں شکست سوشل میڈیا پلیٹ فارم ایکس (سابقہ ٹوئٹر) پر محسن نقوی نے لکھا کہ آپ لڑکوں نے اپنا سب کچھ دیا اور بہترین طریقے سے مقابلہ کیا، یہ صرف پہلا میچ ہے اور ہمیں یقین ہے آپ ہمیں اپنی ٹیم پر فخر کرنے کا موقع دیں گے۔ آسٹریلیا نے تین ایک روزہ میچوں کی سیریز میں 1-0 کی برتری حاصل کر لی ہے، دوسرا میچ 8 نومبر کو ایڈیلیڈ میں ہوگا۔,sports,Express News
166,بھارتی بلائنڈ کرکٹ ٹیم کو پاکستان آنے کے لیے این او سی جاری,https://www.express.pk/story/2731478/noc-issued-to-indian-blind-cricket-team-to-come-to-pakistan,بھارتی وزارت کھیل نے 23 نومبر سے پاکستان میں کھیلے جانے والے ٹی ٹوئنٹی بلائنڈ کرکٹ ورلڈکپ کے چوتھے ایڈیشن میں شرکت کے لیے انڈین بلائنڈ کرکٹ ٹیم کو این او سی جاری کر دیا۔ بھارتی وزارت کھیل کی جانب سے کرکٹ ایسوسی ایشن آف دی بلائنڈ انڈیا کے سیکریٹری جنرل شری شائلندر یادیو کو بھیجے گئے خط میں دورہ پاکستان کی اجازت دیتے ہوئے اس سلسلے میں مزید کلیئرنس حاصل کرنے کے لیے بھارتی وزارت خارجہ اور وزارت داخلہ سے رابطہ کرنے کے لیے کہا گیا ہے۔ واضح رہے کہ بھارتی بلائنڈ ٹیم کو ورلڈکپ میں شرکت کے لیے 12 نومبر کو لاہور پہنچنا ہے، بھارت اور پاکستان کا میچ 25 نومبر کو لاہور میں شیڈول ہے۔ دریں اثنا، پاکستان بلائنڈ کرکٹ کونسل کے چیئرمین سید سلطان شاہ نے وزارت کھیل کی جانب سے این او سی ملنے کو خوش آئند قرار دیتے ہوئے کہا ہے کہ پاک بھارت مقابلے ہمیشہ شائقین کھیل کی بھرپور توجہ حاصل کرتے ہیں، پاکستانی عوام میں ورلڈ کپ کے دوران پاک بھارت میچ کے حوالے سے بہت جوش و خروش پایا جاتا ہے، ماضی میں بھی کرکٹ ڈپلومیسی سے دونوں ممالک کے مابین تعلقات میں نمایاں بہتری آئی تھی۔ پاکستان بلائنڈ کرکٹ کونسل کے چیئرمین کا کہنا تھا کہ اقوام متحدہ کے چارٹرڈ میں بھی تمام ممالک کے جسمانی معزوری کا شکار افراد کو خصوصی مواقع، خاص طور پر کھیلوں کے حوالے سے  مراعات فراہم کرنے پر زور دیا گیا ہے۔ سید سلطان شاہ نے اس امید کا اظہار کیا ہے کہ بھارتی وزارت خارجہ و داخلہ کی جانب سے بھی انڈین بلائنڈ کرکٹ ٹیم کو دورہ پاکستان کے لیے جلد این او سی کا اجراء کر دیا جائے گا۔,sports,Express News
167,پہلا ون ڈے؛ دلچسپ مقابلے کے بعد آسٹریلیا نے پاکستان کو 2 وکٹوں سے شکست دیدی,https://www.express.pk/story/2731420/australia-ka-toss-jeet-kar-pakistan-ko-pehlay-batting-karne-ki-dawat,پاکستان اور آسٹریلیا کے درمیان تین ون ڈے میچز کی سیریز کے پہلے میچ میں آسٹریلیا نے ٹاس جیت کر پاکستان کو پہلے بیٹنگ کی دعوت دی ہے۔ میلبورن کے کرکٹ گراؤنڈ میں ہونے والے اس میچ میں محمد رضوان پہلی مرتبہ گرین شرٹس کی قیادت کریں گے، سابق کپتان وسیم اکرم نے ٹاس سے قبل صائم ایوب اور عرفان خان کو ان کے ڈیبیو پر گرین کیپ دی۔ بھارت میں گزشتہ سال ہونے والے آئی سی سی ون ڈے ورلڈ کپ کے بعد پاکستان کا یہ پہلا ون ڈے میچ ہے۔ اسکواڈ پاکستان: صائم ایوب، عبداللہ شفیق، بابر اعظم، محمد رضوان (کپتان)، کامران غلام، سلمان آغا، عرفان خان، شاہین شاہ آفریدی، حارث رؤف، نسیم شاہ، محمد حسنین آسٹریلیا: میتھیو شارٹ، جیک فریزر، اسٹیون اسمتھ، جوش انگلز، مارنس لبوشین، گلین میکسویل، آرون ہارڈی، سین ایبٹ، پیٹ کمنز (کپتان)، مچل اسٹارک، ایڈم زمپا,sports,Express News
168,پی سی بی کے بابراعظم,https://www.express.pk/story/2731396/pcb-k-baber-azam,’’ارے سر بابر اور شاہین کو نکال دیا تو بڑا مسئلہ ہو جائے گا، انھیں کھیلنے دیتے ہیں‘‘ میٹنگ میں جب عاقب جاوید سے کسی نے یہ کہا تو انھوں نے جواب دیا ’’کیا مسئلہ ہو جائے گا ہار تو اب بھی رہے ہیں، زیادہ سے زیادہ یہی ہوگا کہ پھر ہار جائیں گے‘‘ پھر انھوں نے چیئرمین محسن نقوی کی منظوری سے تین اسٹارکرکٹرزکو ایک ساتھ باہر کر دیا جس کے بعد جو ہوا وہ تاریخ کا حصہ بن گیا۔ بظاہر 2 بڑے کرکٹرز کارکردگی کی وجہ سے ڈراپ ہوئے لیکن جب ٹیم شکستوں کا شکار ہو تو ایسے فیصلے نہیں ہوتے،دراصل پلیئرز پاور ختم کرنے کیلیے ایسا کیا گیا، اس سے دیگر کو پیغام گیا کہ اگر بابر اور شاہین باہر ہو سکتے ہیں تو تم کس کھیت کی مولی ہو، بڑے پلیئرز بھی سمجھ گئے کہ وہ ناگزیرنہیں ہیں۔ کچھ اسی قسم کی صورتحال پی سی بی میں بھی ہے، وہاں بھی کئی لوگ خود کو بابر اعظم ہی سمجھتے ہیں، فرق یہ ہے کہ کرکٹرز نے اپنی کارکردگی سے دنیا میں ملک کا نام روشن کیا لیکن بورڈکے خود ساختہ اسٹارز نے کچھ کیے بغیر اپنی ہی سلطنت بنا لی، نئے لوگوں کو سیٹ ہی نہیں ہونے دیا جاتا، عدم تعاون کا رویہ ہوتا ہے، کئی چیئرمین آئے ان کا کچھ نہ بگاڑ سکے، کرکٹ کی اسٹیبلشمنٹ سے بڑے بڑے کرکٹرز ڈرنے لگے۔ ذکا اشرف نے تبدیلی کی کوشش کی مگر خود ہی تبدیل ہو گئے، محسن نقوی کئی برسوں کے دوران سب سے طاقتورچیئرمین پی سی بی ہیں،وہ وزیر داخلہ بھی ہیں، ان کے ساتھ ٹکر لینے کی کسی میں ہمت نہیں ہے،انھوں نے ٹیم سے گروپنگ ختم کرنے کی کوشش کی جس کے نتائج بھی سامنے آئے، البتہ چیئرمین نے بورڈ کی گروپنگ ختم کرنے پر ابتدا میں توجہ نہ دی،سب انھیں مشورے دیتے رہے کہ اپنی ٹیم بنائیں، کپتان کتنا بھی اچھا ہو اگر ٹیم مرضی کی نہ ہو تو اچھے نتائج سامنے نہیں آ سکتے۔ چیئرمین بھی بورڈ کی سیاست دیکھ کر حیران رہ گئے ہوں گے، انھیں اندازہ ہو گیا ہو گا کہ کئی بڑے ’’سیاستدان‘‘ قذافی اسٹیڈیم میں بھی موجود ہیں، جب کوئی بیٹر میدان میں کھیلنے آئے تو پہلے پچ کا جائزہ لیتا ہے،بولرز کا سامنا کرکے ان کی اہلیت کا اندازہ لگاتا ہے جاتے ہی جارحانہ شاٹس کھیلنا شروع نہیں کر دیتا،محسن نقوی نے بھی ایسا ہی کیا،پچ پر سیٹ ہو کر انھوں نے اب اپنے شاٹس کھیلنے شروع کر دیے ہیں، انگلینڈ سے سیریز میں فتح نے ان کا اعتماد بھی بڑھایا۔ اطلاعات کے مطابق آئندہ چند روز میں کئی بڑی تبدیلیاں نظر آئیں گی، برسوں سے بورڈ میں موجود بعض آفیشلز کی پالیسی یہی رہی کہ ایک دوسرے کو سپورٹ کرو ، یہی ہوتا رہا جس کی وجہ سے کئی کیسز میں ثبوت ہونے کے باوجود بعض کو معمولی سزائیں دے کر چھوڑ دیا گیا۔ محسن نقوی کے پاس پاور ہے وہ اگر چاہیں تو بہت سے حقائق جان سکتے ہیں،آپ کو ابھی یہ کہہ کر ڈرایا جا رہا ہو گا کہ چیمپئنز ٹرافی آنے والی ہے اگر کسی کو ہٹایا تو ایسا ہو جائے گا ویسا ہو جائے گا لیکن بات یہی ہے کہ کوئی ناگزیر نہیں ہوتا، کرکٹ ٹیم میں تبدیلیاں کرنے سے اس کا اندازہ ہو گیا،جیسے اچھے کرکٹرز موجود ہیں مگر انھیں مواقع نہیں دیے جاتے تھے، اب دیے تو ٹیم ٹیسٹ سیریز جیت گئی، اسی طرح اچھے لوگ موجود ہوں گے آپ انھیں موقع دیں گے تو وہ اس ادارے کو بہترین بنا کر دکھائیں گے۔ پی ایس ایل کا حال دیکھ لیں کیا ہوا،خاموشی چھائی ہوئی ہے، صہیب شیخ واویلہ مچا رہے ہیں کہ کیوں استعفیٰ لیا گیا ذرا وہ اپنے دل پر ہاتھ رکھ کر خود سے سوال پوچھیں کہ کیا کام کیے جس پر فخر محسوس ہوتا، بیچارے فرنچائز اونرز پریشان ہیں کہ آگے کیا ہوگا، شاید نیا ڈائریکٹر آنے سے کوئی بہتری آئے۔ اطلاعات کے مطابق سی او او سلمان نصیر کو پی ایس ایل کا سربراہ بنایا جا سکتا ہے،البتہ یہ ملین ڈالر کا سوال ہے کہ جو بندہ پی سی بی میں سیاہ سفید کا مالک ہو وہ نچلی پوزیشن پر کام کرنے کو تیارہو گا یا نہیں، سلمان نے جتنی تیزی سے ترقی کی منازل طے کیں اس کی کم ہی مثال ملتی ہیں، لیگل ڈپارٹمنٹ کی چھوٹی پوزیشن سے وہ سی او او تک بن گئے،البتہ اب حالات ان کیلیے اتنے سازگار نظر نہیں آ رہے، ہر چیئرمین اپنی پسند کے لوگ لے کر آتا ہے، محسن نقوی کے معاملے میں فرق یہ ہے کہ وہ اچھی شہرت کے حامل اہل شخصیات کا تقرر کر رہے ہیں، البتہ ڈائریکٹر ڈومیسٹک کے حوالے سے اچھی رپورٹس سامنے نہیں آ رہیں، آج نہیں تو کل ان کی جانب بھی توجہ مبذول ہو گی۔ اس پوسٹ پر کسی سابق کرکٹر کو لانا چاہیے، یہ اچھی بات ہے کہ چیئرمین کا کئی سابق اسٹارز سے مسلسل رابطہ ہے، بدقسمتی سے زیادہ تر جاب سیکرز ہوتے ہیں، کوئی عہدہ اور نوٹ ملنے پر چپ ہو کر بیٹھ جاتے ہیں، پھر ہاں میں ہاں ملاتے رہتے ہیں، ایسے لوگوں کو موقع دیں جو واقعی کھیل کی بہتری چاہتے ہیں، جب آپ کے پاس پیسہ اور پاور ہو تو معاملات آٹو پائلٹ موڈ پر چلنے لگتے ہیں۔ اسٹیڈیمز کا تعمیراتی کام اس کی واضح مثال ہے جو تقریبا آدھا مکمل بھی ہو چکا،پی سی بی کا کرکٹرز کیلیے والد جیسا کردار ہے، آپس کے تعلقات بہتر بنانا ضروری ہے، اس کیلیے ایسے لوگ سامنے آنے چاہئیں جو انا کے غلام نہ ہوں اور کھلاڑیوں کو اچھی طرح ٹریٹ کریں، ہاں اگر کوئی غلطی کرے تو اسے ضرور سزا دینی چاہیے، پی سی بی کے کئی شعبوں میں تبدیلی کی ضرورت ہے، بعض آفیشلز خود کو نجانے کیا سمجھتے ہیں ، ان کی گردنیں اکڑی رہتی ہیں، جب وہ بورڈ سے جائیں گے اور انھیں آئی سی سی، کرکٹ آسٹریلیا یا انگلش بورڈ ملازمت دے تو واقعی یہ طرم خان ہیں،البتہ ایسا ہونا ممکن نہیں لگتا،ہر عروج کو زوال ہے لیکن افسوس لوگ یہ بات بھول جاتے ہیں، شاید چند روز بعد کچھ آفیشلز کو خیال آئے ’’میں بڑا اہم تھا یہ میرا وہم تھا‘‘۔ (نوٹ: آپ ٹویٹر پر مجھے @saleemkhaliq پر فالو کر سکتے ہیں),sports,Express News
169,قومی سوئمنگ چیمپئن شپ پاکستان آرمی نے جیت لی,https://www.express.pk/story/2731374/pakistan-army-win-national-swiming-championship-2024,لاہور میں قومی سوئمنگ چیمپئن شپ کا میلہ اختتام پذیر ہوگیا۔ لاہور کے انٹرنیشنل سوئمنگ پول میں تین روزہ چیمپئن شپ میں پاکستان آرمی نے مردوں میں 14 اور خواتین میں نو گولڈ میڈل جیت کر چیمپئن کا تاج اپنے سر پر سجایا۔ مردوں میں پاکستان آرمی کے ریان دین اعوان نے 100 میٹر بریسٹ اسٹروک میں نیا قومی ریکارڈ بھی قائم کیا جبکہ آرمی ہی کے محمد احمد درانی پانچ گولڈ میڈلز حاصل کر کے چیمپین شپ کے بہترین سوئمر قرار پائے۔ مردوں میں مجموعی طور پر پاکستان آرمی نے پہلی، سندھ نے دوسری، پنجاب نے تیسری جبکہ واپڈا نے چوتھی پوزیشن حاصل کی۔ خواتین میں بھی آرمی نے پہلی، سندھ نے دوسری، وابڈا نے تیسری جبکہ پنجاب نے چوتھی پوزیشن حاصل کی، پاکستان آرمی کی جہاں آرا نبی پانچ گولڈ میڈل کے ساتھ چیمپین شپ کی بہترین سوئمر قرار پائیں۔,sports,Express News
170,ایشیاکپ کیلئے پاکستان ویمنز ٹیم کے ٹرائلز شروع,https://www.express.pk/story/2731328/trials-of-pakistan-womens-team-for-asia-cup-begin,آسٹریلین فٹ بال لیگ (اے ایف ایل) ایشیاکپ کیلئے پاکستان ویمنز ٹیم کے ٹرائلز شروع ہوگئے۔ اے ایف ایل ایشیاکپ 6 سے 8 دسمبر ویتنام میں کھیلا جائے گا، جس میں ویمنز اور مینز ٹیمیں شرکت کریں گی۔ ایونٹ میں پاکستان اور بھارت سمیت 16 ممالک کی ٹیمیں حصہ لیں گی۔ پاکستان اے ایف ایل ٹیم کیلئے ملک بھر سے 60 خواتین کھلاڑیوں نے حصہ لیا جبکہ ٹریننگ کیمپ کیلئے 24 خواتین کھلاڑیوں کو منتخب کیا گیا ہے۔ پاکستان ویمن اے ایف ایل ٹیم کا ٹریننگ کیمپ آئندہ ہفتے اسلام آباد میں شروع ہوگا۔ پاکستان اے ایف ایل کے سیکرٹری جنرل چوہدری ذوالفقار، ڈائریکٹر ویمن عرفان خان اور چیف سلیکٹر عابد حسین و دیگر آفیشلز نے ٹرائلز لیے۔,sports,Express News
171,ہانگ کانگ سپر سکسز؛ فائنل میں پاکستان کو شکست,https://www.express.pk/story/2731322/ang-kang-spr-sksz-faenl-mi-pakstan-ko-shkst,ہانگ کانگ ورلڈ سپر سکسز ٹورنامنٹ کے فائنل میں سری لنکا نے پاکستان کو شکست دیکر دوسری بار ٹائٹل اپنے نام کرلیا۔ مونگ کوک میں کھیلے گئے ایونٹ کے فائنل میں سری لنکا نے ٹاس جیت کر پہلے فیڈنگ کرنے کا فیصلہ کیا، ابتدائی اوور میں ہی گرین شرٹس کے 2 کھلاڑی جلد پویلین لوٹ گئے۔ پاکستان کی جانب سے محمد اخلاق کے علاوہ کوئی بیٹر لنکن بالرز کا مقابلہ نہ کرسکا، انہوں نے 48 رنز کی اننگز کھیلی، دیگر بیٹر میں کپتان فہیم اشرف 13، عامر یامین 6، آصف علی صفر جبکہ حسین طلعت ایک رن کے مہمان ثابت ہوئے۔ مزید پڑھیں:ہانگ کانگ سپر سکسز؛ پاکستان نے آسٹریلیا کو ہراکر فائنل کیلئے کوالیفائی کرلیا گرین شرٹس کی پوری ٹیم مقررہ 6 اوورز میں 72 رنز بناکر آؤٹ ہوئی۔ سری لنکا کی جانب سے دھننجایا لکشن اور تھرندو رتھنائیکے نے 2، 2 وکٹیں حاصل کیں۔ ہدف کے تعاقب میں سری لنکا کی جانب سے محتاط آغاز کیا گیا تاہم ایک اوور قبل 3 وکٹوں کے نقصان پر 73 رنز کا ہدف حاصل کرلیا۔ مزید پڑھیں:ہانگ کانگ سپر سکسز؛ مسلسل 3 شکستوں کے بعد بھارتی ٹیم ایونٹ سے باہر سری لنکا کی جانب سے سندون ویراکوڈی 34، دھننجایا لکشن 2، کپتان لہورو مدھوشانکا 19 رنز بناکر نمایاں رہے جبکہ پاکستان کی جانب سے فہیم اشرف نے 2 وکٹیں حاصل کیں۔,sports,Express News
