id,title,link,content,gold_label
431,سیکیورٹی ماہرین کی اینڈرائیڈ صارفین کو اسمارٹ فون اپ ڈیٹ رکھنے کی ہدایت,https://www.express.pk/story/2732829/cyber-expert-android-google-smartphones-updates-security-flaws,سیکیورٹی ماہرین نے اینڈرائیڈ آپریٹنگ سسٹم میں متعدد سیکیورٹی مسائل کی نشان دہی کرنے کے بعد صارفین کو اپنے اسمارٹ فونز اپ ڈیٹ رکھنے کی تجویز دے دی۔ سائبر مجرمان مستقبل بنیادوں پر لوگوں کی ڈیوائسز کو ہیک کرنے کے لیے نِت نئے طریقے تلاش کرنے میں مصروف رہتے ہیں لیکن سائبر سیکیورٹی ماہرین ڈیوائسز یا ایپس میں اُن خامیوں کی نشان دہی کرتے ہیں جن کا ممکنہ طور پر مجرمان فائدہ اٹھا سکتے ہیں۔ اینڈرائیڈ کی مالک کمپنی گوگل کی نظر میں جب بھی کوئی بگ یا مسئلہ آتا ہے تو وہ معمول کے مطابق اپنے آپریٹنگ سسٹم کے لیے ضروری اپ ڈیٹس جاری کرتی رہتی ہے۔ تازہ ترین معاملے میں ماہرین کی جانب سے کل 51 سیکیورٹی خامیوں کی نشان دہی کی تھی جن کو اب دور کر دیا گیا ہے۔ ٹیک کمپنی کا کہنا تھا کہ زیادہ تر مسائل میں اعلیٰ سیکیورٹی مسائل تھے جن کو ریموٹ کوڈ ایگزیکیوشن کہا جاتا ہے، جس کا مطلب ہوتا ہے کہ ہیکر صارف کے ہینڈ سیٹ میں گُھس کر مشکوک سافٹ ویئر فون کو ہاتھ لگائے بغیر انسٹال کر سکتا ہے۔ اس کے لیے بہتر طریقہ یہی ہے کہ فون کی آٹومیٹک اپ ڈیٹس کا آپشن ہمیشہ آن رکھا جائے تاکہ صارفین کسی بھی بگ کا حل جاری ہونے کے ساتھ ہی موصول ہو سکے۔,Science-Technology
434,یورینس کے متعلق سائنس دانوں کا نیا مطالبہ,https://www.express.pk/story/2732668/solar-system-uranus-nasa,ایک نئی تحقیق میں یہ بات سامنے آئی ہے کہ نظام شمسی کا ساتواں سیارہ یورینس اصل میں اتنا عجیب نہیں جتنا ہم نے سوچا تھا۔ یونیورسٹی کالج لندن (یو سی ایل) کے محققین کے مطابق یورینس کے آس پاس موجود پُر اسرار ماحول ایک غیر معمولی طور پر طاقتور شمسی طوفان کا نتیجہ ہو سکتا ہے جو اس وقت رونما ہوا جب ایک اسپیس کرافٹ اس سیارے کے قریب سے گزر رہا تھا۔ ناسا کے وائجر2 نامی خلائی جہاز نے1986 میں یورینس کے قریب سے پرواز کی تھی اور قریب سے پہلی جھلک پیش کی تھی۔ اس کے بعد سے کوئی اسپیس کرافٹ وہاں تک نہیں پہنچ سکا ہے۔ تحقیق کے شریک مصنف ڈاکٹر ولیم ڈُن کا کہنا تھا کہ ہم جو بھی کچھ یورینس کے متعلق جانتے ہیں وہ وائجر 2 کے سیارے کے دو روزہ دورے پر مبنی ہے۔ ان کا کہنا تھا کہ نئی تحقیق بتاتی ہے کہ سیارے کے عجیب و غریب رویے کے متعلق اس وقت کے خلائی موسم کے حساب سے بتایا جا سکتا ہے جو اس اسپیس کرافٹ کے گزرتے وقت تھا۔ نتائج کی بنیاد پر محققین یہ مطالبہ کر رہے ہیں کہ یورینس واپسی ایک مشن بھیجا جائے تاکہ جس وقت وہاں شمسی طوفان نہ ہو اس وقت وہاں کے متعلق جانا جا سکے۔,Science-Technology
435,ڈونلڈ ٹرمپ کی فتح؛  بٹ کوائن کی قدر تاریخی بلندیوں پر,https://www.express.pk/story/2732632/donald-trmp-ki-fatah-butt-coin-ki-qader-tareekhi-bulandiyon-par,امریکی صدارتی انتخابات میں ڈونلڈ ٹرمپ کی فتح بٹ کوائن کے لیے نیک شگون ثابت ہوئی ہے اور کرپٹو کرنسی کی قیمت پہلی بار 80 ہزار ڈالر سے بڑھ گئی ہے۔ ڈونلڈ ٹرمپ نے اپنی انتخابی مہم کے دوران امریکا کو دنیا کا ’ کرپٹو کیپیٹل‘ بنانے کا وعدہ کیا تھا، چنانچہ ان کی جیت کے ساتھ ہی مقبول اور اہم ترین ڈیجیٹل کرنسی کی قیمتوں کو پر لگ گئے ہیں اور ایک بٹ کوائن کی قدر83 ہزار امریکی ڈالر ( 2کروڑ 30 لاکھ روپے سے زائد) کی سطح عبور کرگئی ہے، اور اس میں اضافے کا سلسلہ جاری ہے۔ ماہرین کا کہنا ہے کہ رواں سال اب تک  بٹ کوائن کی قدر میں 80 فیصد اضافہ ہوا ہے اور  2024 کے اختتام تک یہ کرنسی ایک لاکھ ڈالر تک پہنچ سکتی ہے۔ بٹ کوائن کے علاوہ دیگر  کرپٹو کرنسیز بشمول ڈاج کوائن جسے ایلون مسک نے پروموٹ کیا ہے، کی قدر میں بھی اضافہ دیکھا جارہا ہے۔,Science-Technology
436,واٹس ایپ گروپ ایڈمن کے لیے ’لائسنس‘ لازمی قرار,https://www.express.pk/story/2732604/zimbabwe-government-whatsapp-social-media-group-license,زمبابوے کی حکومت نے واٹس گروپس کے ایڈمنز کے لیے لائسنس کی نئی شرط کا اعلان کر دیا۔ حکومت کی جانب سے کیا جانے والا یہ اقدام گمراہ کن خبروں کو روکنے اور سوشل میڈیا کے احتساب کو بڑھانے کی جانب ایک قدم ہے۔ غیر ملکی خبررساں ادارے کے مطابق زمبابوے کی حکومت کی جانب سے لائسنس کی مختلف فیسیں رکھی گئی ہیں جس کا تعلق گروپ کی نوعیت پر ہے۔ لائسنس فیس کا تعین 50 ڈالر سے 2500 ڈالر تک کیا گیا ہے۔ زمبابوے کی وزیر اطلاعات مونیکا مٹسوانگوا کا کہنا تھا کہ لائسنس کا طریقہ کار تشدد اور افراتفری کا سبب بننے والی غلط خبروں کے ذرائع کی نشان دہی کرنے میں مدد دے گا۔ لائسنسنگ پروسیس میں گروپ ایڈمنز کو نجی معلومات فراہم کرنی ہوگی، جس کی صورت پرائیویسی کے مسائل پیش آسکتے ہیں۔ حکومت نے ملک میں سیکیورٹی اور امن و امان کی صورت حال کو برقرار رکھنے کے لیے اپنے اس اقدام کا دفاع کیا۔,Science-Technology
437,کووں کی ایک اور ذہانت سامنے آگئی,https://www.express.pk/story/2732538/another-trick-of-crows,اب سائنس دانوں نے حال ہی میں دریافت کیا ہے کہ کوے انتہائی انتقامی بھی ہوتے ہیں اور طویل عرصے تک رنجشیں رکھتے ہیں۔ یہ ان لوگوں کو کبھی نہیں بھولتے جو انہیں نقصان پہنچانے کی کوشش کرتے ہیں۔ امریکا کی واشنگٹن یونیورسٹی کے پروفیسر جان مارزلف نے اپنے مطالعے کے آغاز میں ایک خوفناک ماسک کا استعمال کرتے ہوئے سات کووں کو پکڑا اور قید کیا اور کچھ عرصے بعد انہیں چھوڑ دیا۔ چھوڑنے سے پہلے انہوں نے پرندوں کی ٹانگوں پر شناختی ٹیگ لگا دیا۔ اس کے کچھ عرصے بعد پروفیسر مارزلف اور ان کی ٹیم نے وہی ماسک پہن کر یونیورسٹی کے کیمپس کے باہر چکرلگایا، کووں کو کھانا کھلایا اور ان کے رد عمل کو ریکارڈ کیا۔,Science-Technology
438,فلم دیکھنے کے دوران انسانی دماغ میں کیا تبدیلیاں رونما ہوتی ہیں؟,https://www.express.pk/story/2732529/movies-effects-on-brain,محققین نے رپورٹ کیا کہ دماغی اسکینز سے پتہ چلتا ہے کہ دماغ کے 24 مختلف نیٹ ورکس کے خطے فلم کے دوران مصروف ہوتے ہیں اور اس کی بنیاد اس بات پر ہوتی ہے کہ فلم کونسی ہے اور اسے سمجھنا کتنا مشکل یا آسان ہے سین در سین ۔ سرکردہ محقق اور میساچوسٹس انسٹی ٹیوٹ آف ٹیکنالوجی کے ریسرچ سائنسدان ڈاکٹر رضا راجیمہر نے کہا کہ ایگزیکٹیو کنٹرول ڈومینز عموماً مشکل کاموں میں اس وقت فعال ہوتے ہیں جب علمی بنیاد پر چیزوں کو سمجھنا زیادہ مشکل ہوتا ہے۔,Science-Technology
439,واٹس ایپ نے صارفین کیلیے ’ڈرافٹ‘ فیچر پیش کردیا,https://www.express.pk/story/2732457/oas-aip-n-sarfin-kili-raf-fichr-pish-krdia,پیغام رسانی کیلیے استعمال ہونے والی میٹا کی زیر ملکیت موبائل ایپلیکیشن واٹس ایپ نے ایک اور نئی سہولت پیش کردی ہے۔ واٹس ایپ پر نظر رکھنے والے ادارے ڈبلیو اے بیٹا انفو کی رپورٹ کے مطابق کمپنی کی جانب سے صارفین کیلیے ایک نیا فیچر تیار کیا گیا ہے جس کے تحت وہ کوئی بھی ڈرافٹ میسج چیٹ کھولے بغیر دیکھ سکیں گے۔ اس فیچر کو کمپنی کی جانب سے ’ڈرافٹ میسج‘ فیچر کا نام دیا گیا ہے جسے پہلے مرحلے میں آزمائش کیلیے آئی فون کے مخصوص صارفین کو پیش کیا گیا ہے۔ ایپل کے صارفین کے لیے آزمائشی طور پر متعارف کرائے گئے ’ڈرافٹ‘ فیچر کو کامیابی کے بعد تمام صارفین کے لیے پیش کیا جائے گا۔ فیچر کے تحت صارفین کے نامکمل پیغامات پر لیبل لگ جائے گا جس کو وہ ایک علیحدہ آپشن ’چیٹ فہرست‘ میں جاکر میسج کھولے بغیر دیکھ اور پھر اس میں ترمیم بھی کرسکے گا۔ اس فیچر کا مقصد غیر ضروری چیٹ کی جھنجھٹ سے صارفین کو سہولت فراہم کرنا ہے۔,Science-Technology
440,مصنوعی ذہانت کے سسٹم ماحولیات کے لیے سنگین خطرہ قرار,https://www.express.pk/story/2732341/ai-carbon-emission-environment-climate-change,ایک نئی تحقیق میں بتایا گیا ہے کہ مصنوئی ذہانت کے سسٹم بڑے پیمانے پر کاربن اخراج کر رہے ہیں اور یہ صورت حال بدتر ہوتی جا رہی ہے۔ ایک نئے تحقیقی مقالے میں خبردار کیا گیا ہے کہ پیچیدہ ماڈلز کو چلانے اور ان کی تربیت کرنے کے لیے توانائی کی اضافی مانگ ماحولیات پر سنجیدہ نوعیت کے اثرات مرتب کر رہی ہے۔ سسٹم بہتر ہونے کے ساتھ ان کو مزید کمپیوٹنگ پاور اور چلنے کے لیے زیادہ توانائی کی ضرورت ہوتی ہے۔ مثال کے طور پر اوپن اے آئی کا موجودہ جی پی ٹی-4 اپنے گزشتہ ماڈل سے 12 گُنا زیادہ توانائی استعمال کرتا ہے۔ سسٹمز کی تربیت کرنا ایک چھوٹا سا عمل ہے۔ دراصل اے آئی ٹولز کو چلانے کے لیے تربیت کے عمل سے 960 گُنا زیادہ توانائی درکار ہوتی ہے۔ محققین کے مطابق ان اخراج کے اثرات وسیع ہو سکتے ہیں۔ اے آئی سے متعلقہ اخراج ممکنہ طور پر اس انڈسٹری کو سالانہ 10 ارب ڈالر سے زیادہ کا نقصان پہنچا سکتے ہیں اور انہوں نے حکومتوں سے درخواست کی ہے کہ ان اخراج کے پیمائش کے پیمانوں کا تعین کیے جانے کے ساتھ ان کو حد میںرکھنے کے لیے نئی ضوابط یقینی بنائے جائیں۔,Science-Technology
441,برطانوی کمپنی کی فضائی ٹیکسی کی آزمائش,https://www.express.pk/story/2732228/aircraft-air-taxi-evtol,برطانیہ کی ایک ٹیکنالوجی کمپنی نے فضائی ٹیکسی بنائی ہے جو مانچسٹر سے لِیڈز تک کا فاصلہ ریکارڈ وقت میں طے کر سکتی ہے۔ ٹیک کمپنی ورٹیکل ایرو اسپیس ایک مکمل طور پر برقی ایئر کرافٹ کی آزمائش کر رہی ہے جو فاصلے کے دورانیے کو کم کرنے کی صلاحیت رکھتا ہوگا۔ وی ایکس 4 ایئر کرافٹ بظاہر ہیلی کاپٹر اور جیٹ پلین کا ملاپ لگاتا ہے لیکن تکنیکی اعتبار سے ان میں سے کسی کی بھی خصوصیات نہیں رکھتا۔آفیشلی یہ ایک ای وی ٹی او ایل یعنی عمودی ٹیک آف اور لینڈنگ کرنے والا برقی ایئر کرافٹ ہے۔ کمپنی کے سی ٹی او مائیکل سروینکا کا کہنا تھا کہ ہم ایرو اسپیس کے لیے ایک انتہائی دلچسپ وقت میں موجود ہیں۔ ہم نے جیٹ دور کے بعد سے ایرو اسپیس کے حفاظت اور کارکردگی میں کافی تبدیلیاں دیکھی ہیں۔ انہوں نے کہا کہ جب ہم ایرو اسپیس کے متعلق سوچتے ہیں تو ہم میں سے اکثر طویل فاصلے کے لیے ایئر کرافٹ کے متعلق خیال آتا ہے۔ لیکن ہم شہر کے ٹریفک سے بچنے کے لیے ایئر کرافٹ کا استعمال کرنا پسند کریں گے۔,Science-Technology
442,یوٹیوب صارفین کے لیے اہم تبدیلی متعارف کرانے جا رہا ہے,https://www.express.pk/story/2732211/youtube-interface-playback-slider,"ویڈیو اسٹریمنگ پلیٹ فارم یوٹیوب اینڈرائیڈ اور آئی او ایس صارفین کے لیے پلے بیک اسپیڈ کنٹرول کے ڈیزائن میں تبدیلی متعارف کرانے جا رہا ہے۔ اب تک ایپ میں پلے بیک اسپیڈ کا ایک بڑا سا انٹرفیس کھلتا تھا جس سے اسمارٹ فون کی  آدھی اسکرین چھپ جاتی تھی اور 0.25x, 0.5x, 0.75x, نارمل, 1.25x, 1.5x, 1.75x, اور 2x کے آپشن سامنے آتے تھے۔ اب کمپنی کی جانب سے اس یوزر انٹرفیس کے سائز کو چھوٹا کیا جا رہا ہے جو کہ اسکرین پر بالکل نیچے کی جانب دِکھائی دے گا۔ انٹرفیس میں پانچ پری سیٹ کی ترتیب پیش کی جائے گی جس میں 0.25، 1.0 نارمل، 1.2، 1.5 اور 2.0 کے آپشن شامل ہوں گے۔ اس کے ساتھ انٹرفیس میں ایک سلائیڈر کا اضافہ کیا جائے گا جس کو پلس اور مائنس بٹن استعمال کرتے ہوئے یا سلائیڈر کو انگلی سے آگے پیچھے کرتے ہوئے 0.5 کے حساب سے کمی یا پیشی کی جا سکے گی۔",Science-Technology
443,آسٹریلیا: 16 سے سال سے کم عمر افراد کیلئے سوشل میڈیا پر پابندی,https://www.express.pk/story/2732166/australia-bans-social-media,آسٹریلیا کے وزیر اعظم انتھونی البانی نے کہا ہے کہ حکومت 16 سال سے کم عمر بچوں کے لیے سوشل میڈیا پر پابندی کے لیے قانون سازی کرے گی۔ وزیر اعظم انتھونی البانی نے ایک نیوز کانفرنس میں کہا کہ سوشل میڈیا ہمارے بچوں کو نقصان پہنچا رہا ہے۔ قانون سازی اس سال پارلیمنٹ میں متعارف کرائی جائے گی اور قانون سازوں کی طرف سے اس کی توثیق کے 12 ماہ بعد نافذ العمل ہوگی۔ انہوں نے مزید کہا کہ والدین کی رضامندی رکھنے والے صارفین کے لیے بھی کوئی رعایت نہیں ہوگی۔ انہوں نے کہا کہ ذمہ داری سوشل میڈیا پلیٹ فارمز پر ہوگی کہ وہ یہ ظاہر کریں کہ وہ رسائی کو روکنے کے لیے معقول اقدامات کر رہے ہیں۔ کیونکہ یہ ذمہ داری والدین یا نوجوانوں پر نہیں ہوگی۔ دوسری جانب وزیر مواصلات مشیل رولینڈ نے کہا کہ متاثر ہونے والے پلیٹ فارمز میں میٹا پلیٹ فارم انسٹاگرام اور فیس بک کے ساتھ ساتھ ٹک ٹاک اور ایلون مسک کا ایکس شامل ہوں گے۔ یوٹیوب کے بھی قانون سازی کے دائرہ کار میں آنے کا امکان ہے۔,Science-Technology
444,چینی سائنس دانوں کا خفیہ خلائی ہتھیار بنانے کا دعویٰ,https://www.express.pk/story/2732054/secret-space-weapon-chinese-scientists-star-wars,چینی سائنس دانوں نے دعویٰ کیا ہے کہ انہوں نے ایک ’حقیقی ڈیتھ اسٹار‘ بنا لیا ہے جو خلاء میں موجود دشمنوں کے سیٹلائیٹس کو تباہ کرنے کی صلاحیت رکھتا ہے۔ ڈیتھ اسٹار مشہور سائنس فکشن فلم ’اسٹار وارز‘ میں دِکھایا گیا ایک ہتھیار ہے جو ایک سیارے کو تباہ کرنے کی صلاحیت رکھتا ہے۔ سائنس فکشن فلموں سے متاثر ہو کر بنایا گیا یہ ہتھیار مائیکرو ویو شعاعوں کی پلسز کو ملا کر ایک طاقتور شعاع بناتا ہے۔ ان کے ملنے کے لیے الیکٹرو میگنیٹک پلسز کو ایک ہی ہدف کو ایک سیکنڈ کے 1700 کھرب حصے کو نشانہ بنانا ہوتا ہے۔ اور ایسا کرنے کے لیے جدید جی پی ایس سیٹلائیٹ پر نصب ایٹمی گھڑیوں سے زیادہ وقت کی درستی کی ضرورت ہوتی ہے۔ یہ ایک کہ ایسا کام ہے جو اس سے قبل ناممکن سمجھا جاتا تھا۔ یہ ہتھیار اپنے ممکنہ ملٹری استعمال کے لیے تمام آزمائشی مراحل سے پورے کر چکا ہے جو ’الٹرا-ہائی ٹائم پریسیشن سنکرونائزیشن‘ کی بدولت ممکن ہوا ہے۔ ماہرین کا کہنا ہے کہ اس شے کو متعدد مقاصد کے لیے استعمال کیا جا سکتا ہے جس میں تعلیمی اور تربیتی، نئی ٹیکنالوجی کی تصدیق اور ملٹری مشقیں شامل ہیں۔ ساؤتھ چائنا مارننگ پوسٹ کے مطابق یہ خفیہ خلائی ہتھیار سات مائیکرو ویو فائرنگ ’وہیکلز‘ کا استعمال کرتا ہے۔ یہ وہیکلز ایک بڑے رقبے میں لگے ہوتے ہیں لیکن ایک ساتھ فائرنگ کرتے ہیں تاکہ ایک طاقتور شعاع سے حملہ کر سکیں۔,Science-Technology
445,سورج سے ایک بار پھر شدید توانائی کا اخراج,https://www.express.pk/story/2732036/solar-flare-intense-energy-emission-nasa,امریکی خلائی ادارے ناسا کا کہنا ہے کہ سورج سے شدید نوعیت کی توانائی کی لپٹوں کا اخراج ہوا ہے جس کی درجہ بندی ایکس 2.3 یعنی انتہائی شدید ایکس کلاس لپٹوں کے طور پر کی گئی ہے۔ خارج ہونے والی توانائی کی نشان دہی ناسا کے سولر ڈائنامکس آبزرویٹری نے کی جس کا کام مستقل بنیادوں پر سورج کی سطح کا مشاہدہ کرنا ہے تاکہ ایسے وقوعات کی نشان دہی کی جا سکے۔ شمسی لپٹیں سورج سے توانائی کا ایسا طاقتور اخراج ہوتی ہیں جس سے زمین پر زندگی کے لیے خطرات پیدا ہو سکتے ہیں۔ اگرچہ یہ توانائی زمین پر جنوبی اور شمالی روشنیوں کا سبب بنتی ہیں لیکن اس کی وجہ سے مواصلاتی نظام، الیکٹریکل گرڈ اور دیگر اہم انفرا اسٹرکچر کو نقصان پہنچ سکتا ہے۔ سورج اس وقت اپنے گیارہ سالہ شمسی چکر کے عروج کے دور میں داخل ہو رہا ہے اور اس دوران شمسی موسم ممکنہ طور پر شدت اختیار کر سکتا ہے۔ ماہرین تواتر کے ساتھ اس متعلق خبردار کر چکے ہیں کہ طاقتور شمسی لپٹیں ایسے اہم انفرا اسٹرکشر کو نقصان پہنچا سکتی ہیں جن پر زندگی کا انحصار ہوتا ہے۔,Science-Technology
446,خلاء میں زندگی کی تلاش کے لیے ڈریگن فلائی مشن بھیجنے کا منصوبہ,https://www.express.pk/story/2731911/nasa-dragon-fly-mission-saturn-titan-moon,امریکی خلائی ادارہ ناسا نظامِ شمسی کے چھٹے سیارے زحل کے چاند پر زندگی کی تلاش کے لیے ڈرون بھیجنے کی منصوبہ بندی کر رہا ہے۔ ڈریگن فلائی پروب زمین سے تقریباً 74 کروڑ 50 لاکھ میل فاصلے پر موجود زحل کے سب سے بڑے چاند ٹائٹن کا معائنہ کرے گا۔ اس اسپیس کرافٹ کی لانچ جولائی 2028 میں متوقع ہے جو ٹائٹن تک 2034 میں پہنچے گا۔ ناسا کی جانب سے اس مشن کے متعلق اعلان 2019 میں کیا گیا تھا اور اب چار برس کے اندر اس منصوبے کو عملی جامہ پہنا دیا جائے گا۔ اس وقت کے ناسا ایڈمنسٹریٹر جم برائڈنسٹائن کا کہنا تھا کہ ڈریگن فلائی مشن کے ساتھ ناسا ایک بار پھر ایک ایسا کام کرے گا جو کوئی اور نہیں کر سکتا۔ ان کا کہنا تھا کہ پُراسرار بحری دنیا کے حوالے سے تحقیق کائنات میں زندگی کے متعلق معلومات میں انقلابی تبدیلی لا سکتی ہے۔ ناسا کے مطابق ٹائٹن نظامِ شمسی کا دوسرا بڑا چاند ہے اور اس کی فضاء زمین کی طرح نائٹروجن پر مبنی ہے۔,Science-Technology
447,ٹرمپ کی فتح؛ بٹ کوائن کے نرخ تاریخ کی بلند ترین سطح پر پہنچ گئے,https://www.express.pk/story/2731867/cryptocurrency-bitcoin-price-jumps-donald-trump-president,امریکی صدارتی انتخابات میں ڈونلڈ ٹرمپ کی فتح کے بعد بِٹ کوائن کے نرخ تاریخ کی بلند ترین سطح تک پہنچ گئے ہیں۔ غیر ملکی خبر رساں ادارے کے مطابق بدھ روز دنیا کی سب سے قیمتی کرپٹو کرنسی نے 75 ہزار ڈالر کی ریکارڈ سطح عبور کرتے ہوئے مارچ میں بنایا اپنا ریکارڈ توڑ ڈالا۔ ڈونلڈ ٹرمپ کے صدارتی انتخابات میں فتح کی خبر کے نتیجے میں چند ہی گھنٹوں کے اندر کرپٹو کرنسی کی قیمت میں 10 فی صد سے زیادہ کا اضافہ دیکھنے میں آیا۔ ریپبلکن امیدوار نے اپنی صدارتی مہم میں خود کو ‘کرپٹو کینڈیڈیٹ (امیدوار)‘ کے طور پر پیش کیا تھا اور فتح کی صورت میں اس متعلق اطمینان بخش قانون سازی کرنے اور یو ایس بِٹ کوائن ریزرو بنانے کا وعدہ کیا تھا۔ ڈونلڈ ٹرمپ کی پرو-کرپٹوکرنسی پوزیشن کو کرپٹو انڈسٹری کی پراسیکیوشن کے خاتمے کے عزم اور امریکا کو دنیا کی بِٹ کوائن سپر پاور بنانے کے طور پر دیکھا گیا ہے۔,Science-Technology
448,جنوبی کوریا نے میٹا پر ڈیڑھ کروڑ ڈالر کا جرمانہ عائد کردیا,https://www.express.pk/story/2731855/meta-facebook-instagram-whatsapp-data-sharing-south-korea-fine,جنوبی کوریا کے ایک نگراں ادارے نے ٹیکنالوجی کمپنی میٹا پر ڈیڑھ کروڑ ڈالر کا جرمانہ عائد کر دیا۔ کمپنی پر یہ جرمانہ فیس بک صارفین کی حساس معلومات (بشمول سیاسی و مذہنی نظریات) غیر قانونی طور پر اکٹھا کر کے ہزاروں مشتہرین کو شیئر کرنے کے سبب عائد کیا گیا ہے۔ جنوبی کورین حکام کی جانب سے عائد کیا جانے والا یہ جرمانہ میٹا پر گزشتہ برسوں میں عائد کیے جانے والے جرمانوں میں تازہ ترین ہے، جس کی وجہ حکام کی جانب سے کمپنی کی نجی معلومات کو سنبھالنے کے عمل کی نگرانی میں اضافہ ہے۔ چار سال تک جاری رہنے والی تحقیقات میں جنوبی کوریا کے پرسنل انفارمیشن پروٹیکشن کمیشن نے یہ نتیجہ اخذ کیا کہ میٹا نے غیر قانونی طور پر تقریباً نو لاکھ فیس بک صارفین کی حساس معلومات اکٹھا کی، اور کمپنی نے یہ ڈیٹا چار ہزار مشتہرین کے ساتھ شیئر کیا۔۔ اس معلومات میں ان صارفین کے مذہبی اور سیاسی نظریات شامل تھے۔ جنوبی کوریا کا پرائیویسی قانون صارفین کی سیاسی یا مذہبی جیسی نجی معلومات کی سخت حفاظت کا حکم دیتا ہے اور کمپنیوں کو یہ ڈیٹا صارفین کی مرضی کے بغیر استعمال نہ کرنے کا پابند کرتا ہے۔,Science-Technology
449,دوسری بار صدر بننے والے ڈونلڈ ٹرمپ نے ایلون مسک کو ابھرتا ستارہ قرار دے دیا,https://www.express.pk/story/2731821/donald-trump-praises-elon-in-victory-speech,امریکی صدارتی انتخابات 2024 میں اپنی فتح کے بعد عوام سے تقریر کرتے ہوئے ڈونلڈ ٹرمپ نے ٹیسلا اور اسپیس ایکس کے سربراہ ایلون مسک سمیت بہت سے لوگوں کا شکریہ ادا کیا۔,Science-Technology
450,ایئر بس کا سپر چوپر پر کام جاری,https://www.express.pk/story/2731738/helicopter-chopper-airbus-high-speed,فرانسیسی طیارہ ساز کمپنی ایک ایسے آزمائشی سُپر چوپر پر کام کر رہی جو 260 میل فی گھنٹہ کی رفتار سے پرواز کرنے کی صلاحیت رکھتا ہوگا۔ ایئر بس کا یہ ہائی اسپیڈ ہیلی کاپٹر ایئر بس ریسر ممکنہ طور پر سفر کے دورانیے کو ڈرامائی حد تک کم کر سکتا ہے۔ اپنی ٹاپ اسپیڈ پر پیرس اور لندن کے درمیان 213 میل کا فاصلہ یہ چوپر 50 منٹ میں پورا کر سکتا ہے۔ عام طور پر ہیلی کاپٹر 75 سے 150 میل فی گھنٹہ کی رفتار سے پرواز کرتے ہیں لیکن ایئر بس کے ایرو ڈائنامک ڈیزائن نے ایئر بس ریسر کو تیز پرواز کرنے کے قابل بنایا ہے اور ممکنہ طور پر اس کا اڑایا جانا نسبتاً کم مہنگا ثابت ہوگا۔ ہیلی کاپٹر کے متعلق بتایا گیا ہے کہ سفر کے دوران جب یہ عام ہیلی کاپٹر سے زیادہ رفتارسے پرواز کرتا ہے تو ان کے مقابلے میں 20 فی صد کم ایندھن استعمال کرتا ہے۔ ایئر بس نے اپنے اس ریسر کی رُونمائی جون 2017 میں تھی اور اس نے اپنی پہلی پرواز رواں برس مکمل کی تھی۔ اس ہیلی کاپٹر کی تخلیق کا مقصد ہائی اسپیڈ مشن کا انجام دیا جانا ہے۔ مثال کے طور پر ایئر بس کا کہنا ہے کہ اس ہیلی کاپٹر کو ایمرجنسی میڈیکل سروسز کے لیے استعمال کیا جا سکے گا۔,Science-Technology
451,لکڑی سے بنا دنیا کا پہلا سیٹلائیٹ خلاء کے لیے روانہ,https://www.express.pk/story/2731691/lki-s-bna-dnia-ka-pla-silaei-khla-k-li-roan,جاپان میں لکڑی سے بنایا گیا دنیا کا پہلا سیٹلائیٹ خلاء کے لیے روانہ کر دیا۔ کیوٹو یونیورسٹی اور ایک مقامی کمپنی سُومیٹومو فاریسٹری کی جانب سے بنایا گیا لِنگو سیٹ اسپیس ایکس مشن کے ذریعے بین الاقوامی خلائی اسٹیشن تک پہنچے گا اور بعد ازاں زمین سے تقریباً 400 کلو میٹر کی بلندی پر مدار میں چھوڑ دیا جائے گا۔ ہتھیلی کے برابر اس سیٹلائیٹ کا کام خلاء کی تحقیق کے لیے قابلِ تجدید مواد کے استعمال کی آزمائش کرنا ہے۔ خلانورد اور کیوٹو یونیورسٹی سے تعلق رکھنے والے ٹکاؤ ڈوئی کا کہنا تھا کہ لکڑی کو استعمال کرتے ہوئے ہم خلاء میں گھر بنا سکیں گے، رہ سکیں گے اور ہمیشہ کام کر سکیں گے۔ چاند اور مریخ پر درخت اگانے اور لکڑی کے گھر بنانے کے 50 سالہ منصوبے کے ساتھ ڈوئی کی ٹیم نے ناسا کا مستند شدہ سیٹلائیٹ کو بنانے کا فیصلہ کیا تاکہ لکڑی کو خلاء میں استعمال کے قابل مٹیریل ثابت کیا جا سکے۔ جامعہ کے پروفیسر کوجی مُوراتا کا کہنا تھا کہ 20 ویں صدی کے ابتداء میں طیارے لکڑی سے بنائے جاتے تھے۔ لکڑی سے بنے سیٹلائیٹ کو بھی قابلِ استعمال ہونا چاہیے۔ لکڑی خلاء میں زمین کے مقابلے میں زیادہ پائیدار ہوگی کیوں کہ وہاں نہ پانی ہے نہ آکسیجن جس کی وجہ سے نہ تو وہ خراب ہوگی نہ پھولے گی۔,Science-Technology
