id,title,link,content,gold_label
619,شیخ حسینہ کی گرفتاری کیلیے انٹرپول سے ریڈ وارنٹ جاری کروانے کا فیصلہ,https://www.express.pk/story/2732401/bangladesh-sheikh-hasina-red-warrant-arrest,بنگلادیش کی عبوری حکومت کے مشیر برائے قانون، انصاف اور پارلیمانی امور آصف نذیرل نے کہا ہے کہ سیاسی مخالفین کو قتل، تشدد اور لاپتا کرنے کے جرم میں شیخ حسینہ واجد سمیت دیگر مفرور ملزمان کی گرفتاری کے لیے انٹرپول سے رابطہ کریں گے۔ عالمی خبر رساں ادارے کے مطابق بنگلادیش کی عبوری حکومت کے مشیر آصف نذر نے مزید کہا کہ انٹرپول سے شیخ حسینہ واجد اور دیگر کے ریڈ وارنٹ جاری کروائیں گے۔ بنگلادیشی عبوری حکومت کے مشیر نے مزید کہا کہ اس بات سے کوئی فرق نہیں پڑتا ہے کہ یہ مفرور فاشسٹ دنیا میں کہیں بھی چھپے ہوئے ہیں، انہیں واپس لایا کر عدالت کے کٹہرے کھڑا کیا جائے گا۔ ایک سوال کے جواب میں آصف نذیر نے مزید کہا کہ بین الاقوامی فوجداری عدالت میں دائر بے بنیاد مقدمے کے بارے میں جھوٹا پروپیگنڈہ پھیلا کر لوگوں کو گمراہ کرنے اور ملک کی ساکھ کو داغدار کرنے کی کوشش کی جا رہی ہے۔ مشیر برائے قانون اور انصاف نے مزید کہا کہ کوئی بھی اس طرح کے الزامات لگا سکتا ہے۔ ہم ان کو اہمیت نہیں دے رہے ہیں۔ خیال رہے کہ 30 اکتوبر کو فنانشل ٹائمز کو انٹرویو میں بنگلادیش کی عبوری حکومت کے چیف ایڈوائزر ڈاکٹر یونس نے یہ بھی کہا تھا کہ فی الحال ان کی حکومت بھارت سے حسینہ واجد کی حوالگی کا مطالبہ نہیں کرے گی۔ یاد رہے کہ بنگلادیش میں طلبا کے طویل احتجاج کے بعد شیخ حسینہ واجد اپنی 15 سالہ حکومت کو چھوڑ کر بھارت فرار ہوگئی تھیں اور فوج نے ملک میں ایک عبوری حکومت قائم کی تھی۔,International
620,طالبان نے خواتین کے عوامی مقام پر گفتگو کرنے پر بھی پابندی لگا دی؛ غیرملکی میڈیا کا دعویٰ,https://www.express.pk/story/2732390/taliban-ban-females-talks-voice-public-place,افغانستان میں طالبان حکومت کی وزارت امر بالمعروف و نہی عن المنکر نے غیر ملکی میڈیا کی خبر کی تردید کرتے ہوئے کہا ہے کہ خواتین کو عوامی مقامات پر ایک دوسرے سے بات کرنے سے منع نہیں کیا گیا۔ عالمی خبر رساں ادارے کے مطابق طالبان حکومت نے غیر ملکی میڈیا کی خواتین کے آپس میں گفتگو پر پابندی کی خبر کو بے بنیاد اور گمراہ کن قرار دیا۔ طالبان کی وزارتِ نیکی کے فروغ اور انسداد بدی کی جانب سے جاری بیان میں مزید کہا گیا ہے کہ یہ رپورٹس عقل سے عاری اور غیر منطقی ہیں۔ خیال رہے کہ بین الاقوامی میڈیا نے کل یہ رپورٹ شائع کی تھی کہ حالیہ ہفتوں میں خواتین پر دوسری خواتین کی آوازیں سننے پر پابندی کی اطلاع دی ہے اور اس حوالے سے وزارت کے سربراہ محمد خالد کی آڈیو ریکارڈنگ کا حوالہ دیا گیا تھا۔ وزارت کے ترجمان سیف الاسلام خیبر نے اے ایف پی کو بھیجے گئے اپنے تصدیق شدہ صوتی پیغام میں کہا کہ خواتین کو اپنی ضروریات ہوتی ہیں جس کے لیے خواتین کو معاشرے میں ایک دوسرے کے ساتھ بات چیت کرنا پڑتی ہے۔ یاد رہے کہ افغانستان میں خواتین کو عوامی مقامات پر بلند آواز میں شاعری پڑھنے یا گانا گانے سے منع کیا گیا ہے اور خواتین کی آوازیں گھروں تک محدود رکھنے کی ہدایت کی گئی تھی۔ اسی طرح بعض صوبوں میں خواتین کی آوازوں پر ٹیلی ویژن اور ریڈیو نشریات پر بھی پابندی عائد کی گئی ہے۔ طالبان نے 2021 میں اقتدار سنبھالتے ہی لڑکیوں کے سیکنڈری اسکول اور خواتین کے ملازمتوں پر پابندی عائد کی جب کہ بیوٹی پارلر اور جم بند کرا دیے۔ پارکوں اور دیگر عوامی مقامات پر بھی خواتین کا داخلہ ممنوع ہے۔,International
621,بھارتی فوجیوں کی اپنے ہی شہریوں پر اندھا دھند فائرنگ؛ 3 افراد ہلاک,https://www.express.pk/story/2732381/indian-army-killed-3-marxist,بھارتی فوجیوں نے ریاست چھتیس گڑھ میں سرچ آپریشن کے نام پر 3 دیہاتیوں کو قتل کردیا۔ بھارتی میڈیا کے مطابق فوج اور نیم فوجی دستے نے شورش زدہ ریاست چھتیس گڑھ کے ضلع بیجاپور کے قریب پہاڑیوں میں علیحدگی پسند مسلح جنگجوؤں کی موجودگی کی اطلاع پع ملٹری آپریشن کیا۔ بھارتی فوج کے ترجمان کے بقول ملٹری آپریشن کے دوران 3 جنگجو مارے گئے جن کا تعلق کمیونسٹ پارٹی آف انڈیا (ماؤسٹ) سے ہے۔ جن کے قبضے سے بھاری مقدار میں اسلحہ بھی برآمد ہوا۔ تاہم ہلاک ہونے والوں کے اہل خانہ نے بتایا کہ مارے گئے افراد ماؤ نواز نہیں تھے بلکہ انہیں فرضی انکاؤنٹر میں ماورائے عدالت قتل کیا گیا تھا۔ ادھر بھارتی فوج کا اصرار ہے کہ ہلاک ہونے والے ماؤ نواز جنگجو تھے اور رواں برس اب تک 192 جنگجو مارے گئے ہیں۔ یاد رہے کہ بھارتی ریاستوں چھتیس گڑھ، جھارکھنڈ، اڈیشہ، مغربی بنگال، آندھرا پردیش، اور مہاراشٹر سمیت کئی علاقوں میں بھارت سے علیحدگی کی تحریکیں سرگرم ہیں۔ مارکسٹ ان میں سے ایک ہیں۔,International
622,یمن؛ وزارت دفاع کے ملازم کی فائرنگ میں 2 سعودی فوجی جاں بحق اور 1 زخمی,https://www.express.pk/story/2732376/two-saudi-soldiers-killed-yemen,یمن کے علاقے حضر موت میں سعودی فوجی اڈے میں فائرنگ کے ایک واقعے میں ایک افسر اور ایک نان کمشنڈ افسر جاں بحق اور ایک اہلکار زخمی ہوگیا۔ عالمی خبر رساں ادارے کے مطابق یمن میں حکومت مخالف مسلح قوتوں سے برسرپیکار اتحادی فوج کے ترجمان نے بتایا کہ یمن میں سعودی فوجی اڈے میں فائرنگ کے واقعے میں یمن کی وزارت دفاع کا ایک ملازم ملوث ہے۔ یمن میں فوج کی تربیت اور مدد کے لیے لگائے گئے کسی سعودی فوجی کیمپ میں فائرنگ کا یہ پہلا واقعہ ہے۔ یمن کی صدارتی کمانڈ کونسل کے سربراہ ڈاکٹر رشاد العلیمی نے واقعے کو دہشت گردی کی کارروائی قرار دیتے ہوئے مجرم کی گرفتاری اور کڑی سے کڑی سزا دلوانے کے عزم کا اظہار کیا۔ قبل ازیں اتحادی افواج کے سرکاری ترجمان بریگیڈیئر جنرل ترکی المالکی نے پریس کانفرنس میں بتایا تھا کہ حملے کرنے والا یمنی وزارت دفاع کا ملازم یمن کے باوقار عوام کی ترجمانی نہیں کرتا۔ یاد رہے کہ یمن میں حکومتی تنازع کے باعث 2014 سے سعودی قیادت میں اتحادی افواج اور حوثی باغیوں کے درمیان جنگ جاری ہے جس میں 3 لاکھ سے زائد افراد ہلاک ہوچکے ہیں۔ اقوام متحدہ کے انسانی حقوق کے ادارے نے دعویٰ کیا ہے کہ جنگ کے آغاز سے تاحال 40 لاکھ افراد بے گھر ہوچکے ہیں۔,International
623,حماس کا دفتر بند کیا نہ رہنماؤں کو ملک چھوڑنے کا کہا ہے؛ قطر,https://www.express.pk/story/2732369/qatar-quitting-gaza-mediation-role,قطر کی وزارت خارجہ نے اعلان کیا ہے کہ ان کا ملک اسرائیل اور حماس کے درمیان غزہ جنگ بندی پر مذاکرات کو عارضی طور پر معطل کر رہا ہے۔ اسرائیلی میڈیا نے دعویٰ کیا تھا کہ امریکی سفارت کار نے نام نہ ظاہر کرنے کی شرط پر بتایا ہے کہ قطر نے حماس کے تمام رہنماؤں کو ملک بدر کرنے کا بھی فیصلہ کرلیا ہے۔ امریکی میڈیا کا بھی کہنا تھا کہ جوبائیڈن انتظامیہ کے دباؤ پر قطر نے حماس کے دفاتر بند اور رہنماؤں کو ملک چھوڑنے کا حکم دیدیا ہے۔ تاہم قطر کی وزارت خارجہ کے بیان میں ان افواہوں کی سختی تردید کرتے ہوئے کہا ہے کہ اس قسم کی تمام خبریں بے بنیاد اور جھوٹ پر مبنی ہیں۔ دوسری جانب اسرائیل نے دھمکی دی ہے کہ قطر کے بعد اب کسی بھی دوسرے ملک کو حماس کے رہنماؤں کو اپنے یہاں محفوظ جگہ نہیں دینی چاہیے۔ یہ خبر بھی پڑھیں :امریکا کا قطر سے حماس قیادت کو ملک بدر کرنے کا مطالبہ قبل ازیں قطری وزارت خارجہ کی جانب سے جاری بیان میں کہا گیا تھا کہ جب تک فریقین (حماس اور اسرائیل) مذاکرات پر آمادگی ظاہر نہیں کرتے۔ ثالثی کا عمل شروع نہیں کریں گے۔ بیان میں اس امید کا بھی اظہار کیا گیا تھا کہ فریقین ایک بار پھر بات چیت کے لیے رضامند ہوں گے اور مذاکراتی عمل دوبارہ شروع کیا جائے گا۔ واضح رہے کہ قطر ایک غیر نیٹو اتحادی ملک ہے جس نے امریکی معاہدے کے تحت 2012 میں حماس کو سیاسی دفتر کھولنے کی اجازت دی تھی۔ اس سے قبل قطر امریکا اور طالبان کے درمیان بھی ثالث کا کردار ادا کرچکا ہے۔ خیال رہے کہ قطر کے دارالحکومت دوحا میں اسرائیل اور حماس کے درمیان مذاکرات کا آخری دور ہوا تھا جس میں کوئی پیشرفت نہیں ہوسکی تھی۔ حماس نے قلیل مدتی جنگ بندی کی تجویز کو مسترد کرتے ہوئے غزہ سے اسرائیلی فوجیوں کی مستقل بنیادوں پر واپسی، امدادی سامان کی ترسیل، فسطینی قیدیوں کی رہائی اور انفراسٹریکچر کی بحالی پر زور دیا تھا۔,International
624,بائیڈن اور ٹرمپ بدھ کو وائٹ ہاؤس میں ملاقات کریں گے,https://www.express.pk/story/2732346/biden-or-trump-budh-ko-whitehouse-main-mulaqat-karengy,امریکی صدر جو بائیڈن اور نو منتخب صدر ڈونلڈ ٹرمپ بدھ کو وائٹ ہاؤس میں ملاقات کریں گے۔ وائٹ ہاؤس کے ترجمان کے مطابق جو بائیڈن اور نومنتخب صدر ڈونلڈ ٹرمپ بدھ کو بائیڈن کی دعوت پر وائٹ ہاؤس میں ملاقات کریں گے۔ پریس سکریٹری کرائن جین پیئر نے ایک بیان میں کہاکہ صدر بائیڈن کی دعوت پر، صدر بائیڈن اور نو منتخب صدر ٹرمپ بدھ کو اوول آفس میں ملاقات کریں گے۔ رائٹر کی رپورٹ کے مطابق بائیڈن نے ابتدائی طور پر دوبارہ انتخاب کی کوشش کی تھی لیکن جولائی میں ریپبلکن ٹرمپ کے خلاف تباہ کن بحث کے بعد دوڑ سے باہر ہو گئے تھے اور ڈونلڈ ٹرمپ نے 5 نومبر کے انتخابات میں کملا ہیرس کو شکست دی اور اب وہ 20 جنوری کو عہدہ سنبھالیں گے۔,International
625,لبنان میں اسرائیلی گولہ باری کے نتیجے میں 40 لبنانی جاں بحق,https://www.express.pk/story/2732345/lubnan-main-israeli-golah-bari-ke-natije-main-40-lubnani-halak,"لبنانی حکام کا کہنا ہے کہ اسرائیل کی جانب سے لبنان پر گولہ باری کے نتیجے میں کم از کم 40 افراد جاں بحق ہو گئے۔ رائٹر کی رپورٹ کے مطابق لبنانی حکام نے ہفتے کے روز کہا کہ گزشتہ روز دارالحکومت بیروت کے جنوبی مضافات میں شدید اسرائیلی بمباری کے بعد کئی بچوں سمیت کم از کم 40 افراد جاں بحق ہو گئے۔ لبنانی وزارت صحت کے مطابق جمعہ کو دیر گئے کوسٹل سٹی طائر میں کم از کم سات افراد جاں بحق ہو گئے۔ اسرائیلی فوج نے اس سے قبل شہر کے بڑے حصے کو خالی کرنے کا حکم دیا تھا لیکن جمعہ کے حملوں سے قبل اسرائیلی فوج نے سوشل میڈیا پلیٹ فارم ایکس پر کوئی احکامات شائع نہیں کیے تھے۔ وزارت صحت نے کہا کہ مرنے والوں میں دو بچے بھی شامل ہیں۔ وزارت نے مزید کہا کہ امدادی کارروائیاں جاری ہیں اور حملے کے بعد برآمد ہونے والے جسم کے دیگر حصوں کی شناخت کے لیے ڈی این اے ٹیسٹ کرایا جائے گا۔ وزارت صحت نے بتایا کہ ہفتے کے روز قریبی قصبوں میں ہونے والے حملوں سے حزب اللہ سے وابستہ امدادی گروپوں کے سات طبی ماہرین سمیت 13 افراد جاں بحق ہوئے جبکہ تاریخی شہر بعلبیک کے ارد گرد مشرقی میدانی علاقوں میں اسرائیلی حملوں میں کم از کم 20 مزید افراد جاں بحق ہوئے۔ غیر ملکی خبر ایجنسی کے مطابق اسرائیلی فوج کا کہنا ہے کہ اس نے طائر اور بعلبیک کے علاقوں میں حزب اللہ کے بنیادی ڈھانچے کو نشانہ بنایا ہے جن میں جنگجوؤں، آپریشنل اپارٹمنٹس اور ہتھیاروں کے اسٹور شامل ہیں۔ لبنان کی وزارت صحت کے مطابق گزشتہ سال کے دوران لبنان میں اسرائیلی حملوں کے نتیجے میں کم از کم 3,136 افراد جاں بحق اور 13,979 زخمی ہوئے تھے۔ جاں بحق ہونے والوں میں 619 خواتین اور 194 بچے شامل تھے۔",International
626,محمود عباس کا ٹرمپ سے رابطہ، غزہ میں امن کے لیے کام کرنے کو تیار,https://www.express.pk/story/2732340/mahmoodabbas-trump-phone-gaza-aman,فلسطین کے صدر محمود عباس نے کہا ہے کہ ڈونلڈ ٹرمپ نے ٹیلی فونک رابطے میں یقین دلایا ہے کہ وہ غزہ میں جنگ کے خاتمے کے لیے کام کریں گے۔ العربیہ کی رپورٹ کے مطابق فلسطین کے صدر محمود عباس کے دفترسے جاری بیان میں کہا گیا کہ محمود عباس  نےامریکا کے نومنتخب صدر ڈونلڈ ٹرمپ کے ساتھ ٹیلی فون پر بات کی اور اس دوران غزہ میں منصفانہ اور پائیدار امن کے لیے کام کرنے پر آمادگی ظاہر کی۔ بیان میں کہا گیا کہ فلسطینی صدر نے ٹرمپ کو انتخابات میں کامیابی پر مبارک باد دی اور غزہ میں بین الاقوامی قانونی کے تحت منصفانہ اور پائیدار امن کے حصول کے لیے صدر ٹرمپ کے ساتھ کام کرنے پر آمادگی کا اظہار کیا۔ فلسطینی صدر کے دفتر سے جاری بیان کے مطابق ڈونلڈ ٹرمپ نے محمود عباس کو یقین دلایا ہے کہ وہ جنگ کے خاتمے کے لیے کام کریں گے۔ نومنتخب امریکی صدر ڈونلڈ ٹرمپ نے اس بات پر زور دیا کہ وہ جنگ بندی کے لیے کام کریں گے اور صدر محمود عباس، خطے اور دنیا کے متعلقہ ریاستوں کے ساتھ مل کر خطے میں امن قائم کرنے کے لیے کام کرنے کو تیار ہیں۔ خیال رہے کہ انتخابی مہم کے دوران ڈونلڈ ٹرمپ نے غزہ میں امن کی بات کرتے ہوئے اسرائیل کے مضبوط ترین اتحادی کے طور پراپنی حیثیت کا بھی ذکر کیا تھا اور اسرائیلی وزیرِ اعظم بینجمن نیتن یاہو سے وعدہ کیا تھا کہ وہ غزہ میں حماس کے لیے کام پورا کریں گے۔,International
627,قطرغزہ میں جنگ بندی کیلئے ثالثی سے دستبردار، حماس کو بھی خبردار کردیا,https://www.express.pk/story/2732339/ktrghz-mi-jng-bndi-kile-thalthi-s-dstbrdar-hmas-ko-bi-khbrdar-krdia,قطر نے غزہ میں جنگ بندی کے لیے ثالثی سے کنارہ کشی اختیار کرتے ہوئے حماس کو دوحہ میں سیاسی دفتر کے حوالے سے بھی خبردار کردیا ہے۔ غیرملکی خبرایجنسی اے ایف پی نے سفارتی ذرائع کا حوالہ دیتے ہوئے کہا ہے کہ قطر نے غزہ میں جنگ بندی اور زیرحراست افرد کی رہائی کے لیے بطور بنیادی ثالث کی حیثیت سے دستبردار ہوگیا ہے۔ رپورٹ میں دعویٰ کیا گیا ہے کہ قطر نے حماس کو بھی خبردار کردیا ہے کہ دوحہ اس کا سیاسی دفتر بھی مزید اپنی سرگرمیاں جاری نہیں رکھ پائے گا۔ شناخت ظاہر نہ کرنے کی شرط پر سفارتی ذرائع نے بتایا کہ قطری حکام نے اسرائیل اور حماس دونوں فریقین کو آگاہ کیا ہے کہ خیرسگالی کے طور پر معاہدے کے لیے مذاکرت سے انکار کی وجہ سے اب وہ مزید ثالثی نہیں کرسکتا ہے۔ یہ بھی پڑھیں:امریکا کا قطر سے حماس قیادت کو ملک بدر کرنے کا مطالبہ قطری حکام کے حوالے سے انہوں نے مزید بتایا کہ حماس کو بھی آگاہ کردیا گیا ہے کہ اس پیش رفت کے نتیجے میں حماس کا سیاسی دفتر بھی سرگرمیوں کے لیے استعمال نہیں ہوپائے گا۔ قبل ازیں امریکی عہدیدار نے خبرایجنسی رائٹرز کو انٹرویو میں بتایا تھا کہ حماس کی جانب سے گرفتار اسرائیلیوں کی رہائی سے متعلق معاہدے کو مسترد کرنے پر امریکا نے قطر سے حماس کی قیادت کو ملک بدر کرنے کا مطالبہ کیا ہے۔ انہوں نے بتایا تھا کہ قطر کو واضح طور پر کہہ دیا گیا ہے کہ دوحہ میں حماس کی موجودگی مزید قابل قبول قبول نہیں ہے۔ امریکی عہدیدار کا کہنا تھا کہ اسرائیلی قیدیوں کی رہائی کی تجاویز بارہا مسترد کیے جانے کے بعد حماس کے رہنماؤں کی اب کسی بھی امریکی اتحادی ملک میں پذیرائی نہیں ہونی چاہیے۔ بین الاقوامی میڈیا کی ایک رپورٹ میں دعویٰ کیا گیا تھا کہ قطر نے ایک ہفتہ قبل ہی حماس کو آّگاہ کردیا تھا کہ اب دوحہ میں حماس کا دفتربند کرنے کا وقت آگیا ہے جبکہ حماس کے رہنماؤں ایسی رپورٹس کی تردید کی تھی کہ قطر کے حکام نے ان سے ملک چھوڑنے کا مطالبہ کیا ہے۔ خیال رہے کہ قطر نے مصر اور امریکا کے ساتھ مل کر غزہ میں جنگ بندی کے لیے ثالثی کا بیڑا اٹھایا ہوا تھا اور گزشتہ برس 7 اکتوبر کو شروع ہونے والی غزہ جنگ میں ہونے والے جانی اور مالی نقصانات کے باعث جنگ بندی کے لیے کوششیں جاری رکھی ہوئی تھیں۔ دوحہ میں حماس کے سیاسی دفتر کی جانب سے ان مذاکرات میں شرکت کی جاتی رہی ہے جبکہ حماس نے یک طرفہ طور پر اسرائیلی قیدیوں کی رہائی کی امریکی تجویز مسترد کردی تھی اور مطالبہ کیا تھا کہ غزہ میں مکمل طور پر جنگ بندی کا معاہدہ کیا جائے۔ دوسری جانب اسرائیل نے غزہ میں مکمل جنگ بندی سے انکار کردیا تھا اور محض ایک سے دو دن کی جنگ بندی کے لیے رضامندی کا اظہار کیا تھا۔,International
628,وزیراعلیٰ ہماچل کے سموسے اسٹاف کو کھلانا حکومت مخالف اقدام قرار، تحقیقات شروع,https://www.express.pk/story/2732331/himachal-cm-samosa-probe-cid,"بھارت کی تحقیقاتی ایجنسی نے ریاست ہماچل پردیش کے وزیر اعلیٰ سکھوندر سنگھ سکھو کے لیے منگوائے گئے سموسے سیکیورٹی عملے کو پیش کرنے کے عمل کو حکومت مخالف قرار دیتے ہوئے معاملے کی تحقیقات شروع کردی۔ بھارتی میڈیا کے مطابق وزیراعلیٰ نے 21 اکتوبر کو سی آئی ڈی کے ہیڈکوارٹر کا دورہ کیا تو اس دوران اُن کے لیے منتظمین کی جانب سے سموسے اور کیک سمیت ناشتے کا دیگر سامان منگوایا گیا تھا۔ تاہم اس دوران کچھ ذمہ داران نے ناشتے کا یہ سامان وزیر اعلیٰ سکھوندر سنگھ سکھو کے بجائے اُن کے سیکیورٹی اسٹاف کو دے دیا جس کے بعد معاملہ بہت گھمبیر ہوگیا جبکہ اپوزیشن جماعت بی جے پی نے بھی اس پر سیاست شروع کردی۔ وزیراعلیٰ سکھوندر سنگھ نے تصدیق کی ہے کہ سی آئی ڈی نے اس فعل کو حکومت مخالف قرار دیا اور اس کی تحقیقات شروع کردی ہیں۔ بھارتی میڈیا کے مطابق ڈپٹی ایس پی رینک کے افسر تحقیقاتی کمیٹی کی سربراہی کررہے ہیں اور اس معاملے میں کچھ پیشرفت بھی ہوئی ہے۔ تحقیقاتی رپورٹ میں کہا گیا ہے کہ آئی جی رینک کے ایک افسر نے پولیس کے ایک سب انسپکٹر (ایس آئی) سے کہا تھا کہ وہ وزیراعلیٰ کے دورے کے لیے ہوٹل سے کھانے کی چیزیں لے آئیں، ایس آئی نے بدلے میں ایک اسسٹنٹ ایس آئی (اے ایس آئی) اور ایک ہیڈ کانسٹیبل کو ریفریشمنٹ لانے کی ہدایت کی۔ اے ایس آئی اور ہیڈ کانسٹیبل ہوٹل سے تین سیل بند ڈبوں میں ناشتہ لائے اور اس کی اطلاع ایس آئی کو دی۔ پھر جب جب لکڑ بازار ہوٹل کے تین ریفریشمنٹ کے ڈبوں کو وزیر اعلیٰ کو پیش کیا گیا تو اس میں چیزیں نہیں تھیں بعد میں معلوم ہوا کہ ڈبے میں چیزیں نہیں ہیں اور یہ سیکیورٹی اسٹاف کو فراہم کردی گئیں ہیں۔ انکوائری رپورٹ میں کہا گیا کہ صرف مذکورہ ایس آئی، جس نے اے ایس آئی اور ہیڈ کانسٹیبل کو ہوٹل سے ناشتہ لانے کے کام پر تعینات کیا تھا اور وہ بالکل واقف نہیں تھا کہ تینوں ڈبے وزیراعلیٰ سکھو کے لیے منگوائے تھے۔ رپورٹ کے مطابق لیڈی انسپکٹر جسے کھانے پینے کی اشیاء حوالے کی گئیں اُس نے کسی سینئر افسر سے نہیں پوچھا اور ریفریشمنٹ کو مکینیکل ٹرانسپورٹ (MT) سیکشن میں بھیج دیا جو ریفریشمنٹ سے متعلق ہے۔ ریفریشمنٹ کے تینوں ڈبے کئی مراحل کے بعد اسٹاف تک پہنچے۔ حکومت مخالف ایکٹ؟ دلچسپ بات یہ ہے کہ محکمہ سی آئی ڈی کے ایک اعلیٰ عہدے دار نے اپنے نوٹ میں لکھا ہے کہ انکوائری رپورٹ میں جن تمام افراد کا نام لیا گیا ہے انہوں نے سی آئی ڈی مخالف اور حکومت مخالف انداز میں کام کیا ہے جس کی وجہ سے وی وی آئی پیز کو اشیاء فراہم نہیں کی جا سکیں۔ نوٹ میں مزید کہا گیا کہ انہوں نے اپنے ایجنڈے کے مطابق کام کیا۔ اس تنازع کے بعد ریاست ہماچل پردیش کی اپوزیشن جماعت بھارتیہ جنتا پارٹی (بی جے پی) نے وزیراعلیٰ سکھو پر تنقید کی۔ بی جے پی کے چیف ترجمان رندھیر شرما نے جمعرات کو اپنے ایک بیان میں کہا کہ ""ریاستی حکومت ریاست کی ترقی کے بارے میں فکر مند نہیں ہے اور اس کی واحد فکر 'وزیر اعلی کا سموسے' ہیں۔"" انہوں نے کہا کہ سکھو کے لیے لائے گئے سموسے سے متعلق حالیہ واقعہ نے ایک تنازع کو جنم دیا، تحقیقات میں اس غلطی کو ""حکومت مخالف"" قرار دینا ایک بہت بڑا لفظ ہے۔ انہوں نے یہ بھی کہا کہ اس واقعے کے بعد ہماچل میں سموسہ موضوع بحث بن گیا ہے، درحقیقت یہ واقعہ حکومت کی اپنی ناقص کارکردگی کا ثبوت ہے۔ اسی کے ساتھ بی جے پی کے رہنما نے وزیراعلیٰ کو سموسے اور کیک بھی بھیجنے کا اعلان کیا۔",International
629,کوئٹہ دھماکے پر روسی صدر کی تعزیت، دہشت گردی کے خاتمے کیلیے پاکستان کو مکمل تعاون کی پیش کش,https://www.express.pk/story/2732328/koe-dmak-pr-rosi-sdr-ki-taazit-dsht-grdi-k-khatm-kili-pakstan-ko-mkml-taaaon-ki-pish-ksh,روس کے صدر ولادی میر پیوٹن نے کوئٹہ کے ریلوے اسٹیشن پر ہونے والے دہشت گردی کے واقعے پر پاکستان سے تعزیت کی ہے۔ تفصیلات کے مطابق روس کے صدر ولادیمیر پیوٹن نے پاکستانی ہم منصب آصف علی زرداری اور وزیر اعظم شہباز شریف سے کوئٹہ ریلوے اسٹیشن پر ہونے والے دہشت گردی کے واقعے پر تعزیت کا اظہار کیا۔ روسی صدر کا تعزیتی پیغام کریملن کی ویب سائٹ پر شائع کیا گیا۔ جس میں کہا گیا ہے کہ کوئٹہ کے ریلوے اسٹیشن پر دہشت گردی کے افسوسناک واقعے اور سانحے پر تعزیت کا اظہار کرتا ہوں۔ ولادی میر پیوٹن نے کہا کہ واقعے کے نتیجے میں ہونے والے سانحے پر  تعزیت کرتا ہوں، روس پاکستان کے ساتھ مل کر دہشت گردی کی تمام صورتوں اور مظاہر کے خلاف تعاون کرے گا۔ مزید پڑھیں:کوئٹہ ریلوے اسٹیشن پر خودکش دھماکا، 25افراد جاں بحق، 50 سے زائد زخمی روسی صدر نے واقعے کو بربریت قرار دیتے ہوئے کہا کہ ہم اس کی سخت مذمت کرتے ہیں، امید ہے سفاکانہ عمل مین شامل افراد کو اُن کے کیے کی سزا ضرور ملے گی۔ پیوٹن نے متاثرین کے اہل خانہ اور دوستوں سے ہمدردی اور حمایت کا اظہار اور زخمیوں کی جلد صحتیابی کیلیے دعا بھی کی ہے۔,International
